id,class_label,entities
509,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
510,1,ORG ORG PERSON ORG CARDINAL
511,1,ORG ORG PERSON CARDINAL ORG GPE
512,1,CARDINAL ORG ORG PERSON PERSON PERSON PERSON GPE ORG ORG DATE ORG
513,1,ORG ORG ORG CARDINAL ORG NORP NORP NORP
514,1,ORG ORG NORP GPE ORG ORG ORG PERSON CARDINAL ORG
515,1,PERSON ORG NORP NORP CARDINAL ORG NORP
516,1,NORP PERSON PERSON GPE GPE ORG ORG DATE DATE DATE DATE ORG
517,1,ORG ORG ORG ORG LAW LAW LAW
518,1,ORG PERSON CARDINAL ORG CARDINAL PERSON NORP
519,1,PERSON ORG CARDINAL ORG ORG
520,1,CARDINAL ORG PERSON
521,1,ORG PERSON NORP CARDINAL ORG DATE
522,1,PERSON CARDINAL ORG PERSON PERSON
523,1,ORG PERSON CARDINAL ORG NORP MONEY MONEY MONEY GPE
524,1,ORG ORG ORG NORP ORG CARDINAL ORG PERSON
525,1,ORG ORG ORG CARDINAL ORG NORP MONEY MONEY MONEY GPE
526,1,ORG ORG NORP NORP ORG CARDINAL ORG NORP
527,1,PERSON CARDINAL ORG ORG ORG ORG ORG ORG FAC FAC ORDINAL CARDINAL PERSON
528,1,DATE DATE DATE ORG ORG CARDINAL ORG ORG ORG ORG
529,1,ORG ORG ORG DATE DATE DATE ORG CARDINAL ORG ORG CARDINAL GPE ORG
530,1,ORG ORG ORG ORG ORG CARDINAL ORG GPE GPE
531,1,CARDINAL ORG
532,1,ORG NORP DATE DATE CARDINAL CARDINAL ORG PERSON PERSON ORG
533,1,ORG ORG CARDINAL
534,1,CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON GPE
535,1,CARDINAL ORG
536,0,ORG ORG ORG CARDINAL DATE DATE ORG ORG
537,1,ORG CARDINAL ORG
538,0,CARDINAL ORG ORG
539,1,PERSON CARDINAL ORG PERSON PERSON PERSON
540,1,ORG ORG NORP CARDINAL ORG PERSON ORG
541,1,CARDINAL CARDINAL CARDINAL PERSON PERSON PERSON CARDINAL ORG PERSON PERSON PERSON ORG ORG ORG NORP
542,1,PERSON ORG CARDINAL PERSON GPE FAC FAC FAC
543,1,CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
544,1,ORG ORG ORG ORG GPE CARDINAL ORG DATE DATE
545,1,PERSON ORG ORG DATE ORG CARDINAL ORG
546,0,PERSON ORG CARDINAL ORG ORG
547,1,CARDINAL ORG PERSON DATE DATE ORG NORP CARDINAL ORG DATE DATE DATE DATE
548,1,ORG ORG ORG ORG CARDINAL ORG MONEY MONEY MONEY ORG
549,1,ORG ORG ORG ORG ORG ORG ORG PERSON DATE DATE GPE ORG GPE CARDINAL CARDINAL ORG PERSON
550,1,CARDINAL PERSON ORG CARDINAL NORP
551,1,CARDINAL ORG ORG PERSON ORG CARDINAL PERSON
552,1,PERSON CARDINAL ORG DATE DATE CARDINAL CARDINAL CARDINAL
553,1,PERSON PERSON PERSON CARDINAL CARDINAL ORG DATE
554,1,PERSON CARDINAL ORG ORG GPE ORG
555,1,PERSON ORG CARDINAL ORG PRODUCT ORG ORG ORG
556,0,PERSON ORG CARDINAL ORG PERSON ORG ORG
557,1,CARDINAL ORG
558,1,DATE ORG ORG NORP CARDINAL ORG ORG
559,1,ORG ORG ORG ORG ORG ORG CARDINAL ORG
560,1,ORG ORG ORG CARDINAL ORG GPE
561,1,PERSON PERSON ORG ORG ORG CARDINAL
562,1,ORG GPE ORG CARDINAL
563,1,ORG PERSON CARDINAL ORG
564,1,PERSON PERSON DATE ORG ORG CARDINAL GPE ORG ORG ORG
565,1,LOC PERSON CARDINAL ORG PERSON
566,1,DATE ORG PERSON PERSON DATE ORG NORP CARDINAL ORG ORG
567,1,CARDINAL ORG CARDINAL ORG NORP GPE
568,1,CARDINAL ORG NORP ORG PERSON ORG
569,1,ORG ORG PERSON DATE ORG ORG CARDINAL ORG ORG GPE GPE PERSON
570,1,ORG PERSON NORP GPE ORG ORG ORG PERSON CARDINAL ORG
571,1,CARDINAL ORG PERSON
572,1,GPE PERSON GPE NORP CARDINAL ORG NORP PERSON PERSON
573,1,DATE DATE DATE DATE GPE ORG CARDINAL ORG ORG PERSON
574,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG GPE PERSON CARDINAL CARDINAL ORG CARDINAL CARDINAL
575,1,ORG DATE CARDINAL ORG FAC FAC PERSON ORG
576,1,ORG CARDINAL ORG NORP PERSON
577,1,ORG ORG CARDINAL ORG GPE
578,1,PERSON CARDINAL ORG
579,1,CARDINAL ORG
580,1,PERSON PERSON PERSON PRODUCT PRODUCT PRODUCT DATE DATE ORG ORG ORG ORG ORG NORP ORG ORG ORG
581,1,ORG CARDINAL ORG
582,1,ORG ORG ORG ORG ORG ORG ORG PERSON DATE DATE GPE ORG GPE CARDINAL CARDINAL ORG PERSON
583,1,PERSON CARDINAL ORG
584,1,ORG CARDINAL ORG
585,0,ORG CARDINAL PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL
586,1,PRODUCT GPE CARDINAL GPE GPE PERSON ORG
587,1,PERSON CARDINAL ORG ORG
588,1,ORG ORG ORG CARDINAL ORG DATE DATE GPE CARDINAL ORG ORG
589,1,ORG ORG PERSON CARDINAL ORG ORG
590,1,
591,1,PERSON PERSON ORG NORP CARDINAL DATE
592,1,PERSON PERSON CARDINAL ORG NORP NORP
593,1,ORG ORG ORG ORG CARDINAL ORG PERSON ORG CARDINAL
594,1,ORG CARDINAL ORG PERSON GPE ORG
595,1,PERSON PERSON ORG ORG CARDINAL ORG PRODUCT
596,1,NORP NORP GPE ORG CARDINAL ORG ORG
597,1,ORG CARDINAL ORG
598,1,ORG CARDINAL ORG PERSON
599,1,PERSON PERSON ORG ORG ORG ORG ORG CARDINAL ORG PERSON
600,0,ORG ORG ORG CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
601,1,PERSON PERSON ORDINAL ORG CARDINAL ORG NORP PERSON
602,0,NORP PERSON CARDINAL ORG
603,1,CARDINAL ORG ORG NORP
604,1,ORG CARDINAL ORG GPE GPE PERSON
605,1,PERSON PERSON ORG DATE ORG CARDINAL ORG PERSON ORG
606,1,GPE CARDINAL ORG
607,1,DATE ORG CARDINAL ORG ORG ORG
608,1,ORG ORG CARDINAL ORG PERSON
609,1,PERSON PERSON GPE ORG CARDINAL CARDINAL CARDINAL DATE DATE PERSON
610,1,ORG ORG CARDINAL ORG GPE
611,1,PERSON CARDINAL DATE ORG ORG GPE
612,1,CARDINAL ORG ORG GPE
613,1,CARDINAL ORG ORG
614,1,ORG CARDINAL ORG
615,1,CARDINAL ORG PERSON
616,1,ORG ORG ORG CARDINAL ORG PERSON
617,1,PRODUCT ORG ORG DATE DATE ORG CARDINAL ORG NORP CARDINAL
618,1,CARDINAL PERSON CARDINAL ORG
619,1,PERSON PERSON PERSON PERSON NORP GPE CARDINAL ORG PERSON GPE ORG
620,1,ORG ORG ORG ORG ORG NORP NORP GPE CARDINAL NORP GPE CARDINAL ORG
621,1,ORG ORG ORG NORP CARDINAL ORG
622,1,ORG ORG ORG ORG ORG CARDINAL CARDINAL ORG
623,1,ORG PERSON CARDINAL FAC FAC FAC
624,1,ORG PERSON CARDINAL ORG
625,1,PERSON ORG CARDINAL ORG
626,1,PERSON PERSON PERSON PERSON ORG GPE ORG CARDINAL ORG DATE DATE PERSON DATE DATE
627,1,CARDINAL ORG PERSON
628,1,CARDINAL ORG ORG ORG ORG DATE DATE DATE DATE
629,1,ORG ORG ORG CARDINAL GPE GPE CARDINAL ORG ORG DATE ORG GPE ORG ORG
630,1,PERSON GPE GPE CARDINAL ORG
631,1,ORG PERSON CARDINAL CARDINAL NORP PERSON ORG
632,1,CARDINAL ORG GPE CARDINAL
633,1,ORG ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG GPE DATE ORG ORG CARDINAL
634,1,PERSON ORG ORG CARDINAL ORG CARDINAL NORP PERSON
635,1,ORG CARDINAL ORG LOC
636,1,CARDINAL ORG ORG PERSON PERSON PERSON GPE ORG ORG ORG ORG PERSON
637,1,PERSON PERSON ORG CARDINAL PERSON ORG FAC FAC CARDINAL
638,1,GPE DATE DATE ORG CARDINAL ORG CARDINAL ORG
639,1,PERSON CARDINAL ORG
640,1,GPE CARDINAL ORG ORG NORP PERSON NORP
641,0,PERSON PERSON ORG ORG ORG ORG ORG PERSON CARDINAL ORG ORG ORG ORG PERSON ORG ORG
642,1,PERSON GPE GPE ORG FAC FAC CARDINAL DATE
643,1,PERSON PERSON PERSON CARDINAL ORG PERSON GPE
644,1,ORG ORG ORG ORG ORG ORG ORG CARDINAL ORG CARDINAL ORG
645,1,CARDINAL ORG CARDINAL ORG NORP CARDINAL ORG DATE DATE
646,1,DATE DATE ORG ORDINAL
647,1,ORG PERSON PERSON PERSON CARDINAL ORG CARDINAL CARDINAL CARDINAL ORG
648,1,ORG ORG PERSON GPE CARDINAL ORG
649,1,DATE DATE PERSON ORG CARDINAL ORG DATE DATE DATE DATE ORG NORP CARDINAL
650,1,CARDINAL CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
651,1,PERSON CARDINAL ORG
652,1,ORG NORP ORG CARDINAL ORG PERSON
653,1,PERSON PERSON ORG CARDINAL
654,1,PERSON CARDINAL ORG
655,1,NORP PERSON PERSON ORG ORG CARDINAL ORG
656,1,ORG ORG ORG ORG ORG ORG ORG PERSON DATE DATE GPE ORG GPE CARDINAL CARDINAL ORG PERSON
657,1,ORG CARDINAL
658,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
659,1,ORG ORG DATE DATE DATE ORG CARDINAL ORG
660,1,PERSON PERSON ORG CARDINAL ORG FAC FAC PERSON PERSON
661,0,ORG CARDINAL PERSON DATE DATE DATE
662,1,PERSON PERSON ORG ORG ORG CARDINAL ORG ORG ORG ORG NORP ORG CARDINAL ORG PERSON PERSON
663,1,GPE ORG DATE DATE DATE DATE PERSON CARDINAL ORG
664,1,GPE ORG ORG ORG GPE ORG ORG PERSON ORG ORG ORG GPE ORG ORG ORG CARDINAL
665,1,ORG PERSON CARDINAL CARDINAL ORG NORP
666,1,PERSON PERSON ORG ORG ORG ORG ORG CARDINAL
667,0,CARDINAL ORG PERSON
668,1,ORG CARDINAL ORG GPE GPE DATE PERSON NORP
669,1,ORG CARDINAL ORG GPE ORG ORG ORG NORP ORG GPE CARDINAL GPE
670,1,ORG ORG PERSON ORG NORP CARDINAL ORG PERSON CARDINAL
671,1,DATE DATE DATE PERSON ORG CARDINAL GPE
672,1,PERSON PERSON ORG ORG ORG ORG PERSON CARDINAL ORG ORG ORG ORG
673,1,CARDINAL ORG
674,1,ORG ORG NORP GPE ORG ORG ORG PERSON CARDINAL ORG
675,1,ORG PERSON PERSON PERSON PERSON CARDINAL ORG NORP DATE DATE DATE DATE PERSON ORG ORG ORG ORG GPE DATE
676,1,PERSON PERSON CARDINAL ORG ORG NORP ORG ORG ORG ORG ORG ORG
677,1,CARDINAL NORP ORG ORG MONEY GPE DATE CARDINAL PERSON
678,1,ORG ORG
679,1,ORG DATE WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG CARDINAL CARDINAL ORG
680,1,CARDINAL ORG CARDINAL ORG ORG CARDINAL NORP GPE
681,1,ORG ORG ORG CARDINAL ORG
682,1,CARDINAL CARDINAL CARDINAL ORG GPE DATE DATE CARDINAL
683,1,GPE ORG ORG ORG PERSON CARDINAL ORG ORG ORG PERSON PERSON
684,1,PERSON PERSON PERSON GPE PERSON PERSON ORG CARDINAL GPE DATE ORG
685,1,ORG ORG CARDINAL ORG GPE PERSON NORP ORG ORG
686,1,ORG NORP ORG ORG CARDINAL ORG ORG
687,1,ORG ORG CARDINAL ORG ORG PERSON ORG ORG ORG ORG ORG NORP DATE CARDINAL ORG
688,1,ORG ORG ORG ORG ORG PERSON ORG ORG ORG ORG ORG ORG CARDINAL ORG ORG ORG
689,1,ORG CARDINAL ORG CARDINAL PERSON ORG
690,1,ORG ORG ORG ORG ORG ORG CARDINAL ORG ORG ORG
691,1,PERSON CARDINAL ORG ORG
692,1,PRODUCT PRODUCT PRODUCT PERSON GPE
693,1,CARDINAL CARDINAL ORG GPE PERSON ORG
694,1,ORG CARDINAL ORG
695,1,CARDINAL PERSON PERSON NORP GPE ORG ORG ORG PERSON CARDINAL ORG
696,0,PERSON ORG NORP CARDINAL
697,1,PERSON CARDINAL ORG
698,1,PERSON ORG GPE DATE DATE DATE DATE CARDINAL ORG
699,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
700,1,ORG CARDINAL ORG
701,1,PERSON ORG NORP PERSON CARDINAL ORG
702,1,ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG ORG CARDINAL PERSON ORG
703,1,NORP CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE PERSON DATE PERSON ORG
704,1,ORG GPE GPE DATE DATE DATE DATE DATE NORP CARDINAL NORP GPE CARDINAL
705,1,PERSON ORG CARDINAL GPE ORG PERSON ORG
706,1,ORG NORP CARDINAL ORG ORG PERSON
707,1,PERSON PERSON DATE DATE DATE ORG NORP CARDINAL ORG
708,1,PERSON GPE ORG CARDINAL ORG NORP ORG CARDINAL ORG PERSON
709,1,CARDINAL ORG ORG ORG ORG ORG ORG ORG ORG FAC FAC
710,1,CARDINAL ORG ORG PERSON NORP PERSON PERSON
711,1,DATE DATE DATE WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART CARDINAL PERSON ORG CARDINAL ORG
712,0,PERSON CARDINAL ORG NORP ORG
713,1,CARDINAL ORG PERSON
714,1,CARDINAL ORG PERSON GPE
715,1,ORG ORG GPE ORG CARDINAL ORG ORG DATE DATE
716,1,ORDINAL PERSON ORG ORG ORG ORG CARDINAL PERSON
717,1,CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON GPE
718,1,ORG PERSON DATE DATE PERSON
719,1,CARDINAL ORG DATE DATE NORP PERSON PERSON
720,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG GPE ORG PERSON ORG ORG ORG ORG ORG ORG
721,1,GPE CARDINAL CARDINAL CARDINAL CARDINAL GPE GPE PERSON PERSON PERSON GPE DATE CARDINAL ORG
722,1,PERSON PERSON PERSON CARDINAL ORG
723,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
724,1,NORP ORG DATE ORG GPE PERSON PERSON PERSON ORG CARDINAL ORG
725,1,PERSON GPE DATE CARDINAL CARDINAL ORG
726,1,PERSON PERSON ORG FAC FAC ORG ORG ORG CARDINAL GPE
727,1,PERSON PERSON PERSON PERSON PERSON ORG PERSON PERSON PERSON PERSON CARDINAL NORP CARDINAL CARDINAL ORG
728,1,ORG CARDINAL GPE MONEY MONEY
729,1,GPE GPE ORG ORG GPE CARDINAL CARDINAL DATE DATE PERSON CARDINAL ORG
730,0,CARDINAL CARDINAL GPE PERSON CARDINAL ORG PERSON PERSON CARDINAL NORP
731,1,CARDINAL ORG CARDINAL ORG ORG ORG PERSON
732,1,NORP DATE DATE ORG CARDINAL ORG
733,1,PERSON CARDINAL ORG
734,1,ORG ORG NORP ORG ORG NORP GPE CARDINAL ORG
735,1,ORG CARDINAL ORG
736,1,ORG ORG PERSON GPE PERSON CARDINAL ORG
737,1,ORG CARDINAL NORP DATE DATE
738,1,PERSON ORG ORG PERSON PERSON ORG ORG ORG ORG ORG CARDINAL GPE ORG
739,1,PERSON PERSON DATE DATE PERSON DATE DATE CARDINAL ORG
740,1,ORG ORG ORG CARDINAL ORG ORG ORG ORG GPE GPE
741,1,ORG ORG ORG CARDINAL ORG ORG ORG ORG ORG FAC FAC ORG
742,1,PERSON CARDINAL ORG
743,1,PERSON PERSON ORG ORG NORP GPE DATE DATE ORG ORG ORG CARDINAL ORG
744,1,ORG ORG ORG DATE ORG ORG ORG CARDINAL ORG ORG ORG ORG
745,1,CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON GPE
746,1,ORG ORG PERSON PERSON CARDINAL ORG
747,1,ORG ORG ORG ORG ORG ORG CARDINAL ORG PERSON DATE DATE DATE DATE DATE PERSON PERSON
748,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
749,1,ORG ORG ORG ORG
750,1,PERSON ORG CARDINAL ORG GPE ORG PERSON
751,1,PERSON PERSON PRODUCT DATE DATE DATE CARDINAL ORG PERSON
752,1,CARDINAL ORG ORG NORP
753,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON DATE DATE GPE ORG GPE CARDINAL CARDINAL ORG PERSON
754,1,PERSON ORG CARDINAL DATE DATE GPE GPE GPE
755,0,PERSON CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL ORG CARDINAL NORP ORG ORG ORG ORG
756,1,NORP CARDINAL ORG DATE DATE CARDINAL
757,1,DATE DATE GPE ORG DATE CARDINAL ORG ORG CARDINAL CARDINAL PERSON
758,1,ORG PERSON ORG CARDINAL PERSON GPE
759,1,NORP CARDINAL ORG ORG ORG
760,1,CARDINAL CARDINAL ORG
761,1,PERSON ORG CARDINAL ORG PERSON PERSON PERSON
762,1,ORG ORG ORG CARDINAL ORG
763,1,PERSON ORG NORP NORP GPE CARDINAL ORG
764,1,PERSON DATE DATE ORG ORG ORG CARDINAL ORG FAC FAC FAC PERSON NORP NORP
765,0,PERSON ORG ORG ORG ORG PERSON ORG NORP CARDINAL ORG
766,1,CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
767,0,ORG ORG ORG ORG ORG NORP NORP GPE CARDINAL NORP GPE CARDINAL ORG
768,1,PERSON PERSON ORG ORG ORG NORP CARDINAL ORG
769,1,ORG ORG CARDINAL ORG
770,1,PERSON CARDINAL ORG PERSON PERSON PERSON PERSON PERSON ORG GPE
771,1,CARDINAL PERSON PERSON ORG ORG FAC FAC FAC
772,1,PERSON GPE ORG CARDINAL NORP GPE
773,1,PERSON GPE ORG CARDINAL PERSON
774,1,PERSON PERSON CARDINAL ORG
775,1,ORG PERSON ORG ORG CARDINAL CARDINAL NORP ORG
776,1,PERSON PERSON NORP PERSON PERSON ORG CARDINAL
777,1,PERSON PERSON PERSON PERSON GPE CARDINAL PERSON ORG
778,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
779,1,PERCENT PERCENT ORG PERSON ORG CARDINAL ORG PERSON
780,1,CARDINAL PERSON CARDINAL ORG CARDINAL ORG PERSON MONEY MONEY MONEY MONEY CARDINAL ORDINAL
781,1,PERSON PERSON ORG PERSON CARDINAL ORG ORG ORG ORG PERSON NORP
782,1,PERSON CARDINAL ORG ORG PERSON
783,0,ORG ORG ORG ORG GPE ORG PERSON PERSON CARDINAL ORG ORG ORG ORG ORG
784,1,CARDINAL ORG CARDINAL GPE
785,0,ORG ORG DATE DATE CARDINAL ORG
786,1,PERSON PERSON ORG ORG FAC FAC FAC GPE DATE DATE ORG GPE DATE DATE
787,1,ORG CARDINAL ORG PERSON ORG ORG
788,1,CARDINAL ORG PERSON ORG PERSON PERSON GPE CARDINAL CARDINAL CARDINAL
789,1,CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
790,1,PERSON ORG ORG ORG ORG
791,1,ORG ORG ORG ORG ORG ORG ORG NORP NORP CARDINAL
792,1,ORG ORG CARDINAL ORG CARDINAL
793,1,PERSON PERSON CARDINAL ORG
794,1,CARDINAL ORG PERSON ORG
795,1,PERSON CARDINAL ORG
796,1,PERSON NORP CARDINAL ORG ORG ORG
797,1,PERSON PERSON NORP PERSON PERSON ORG CARDINAL
798,1,ORDINAL ORG PERSON PERSON DATE
799,1,ORG ORG ORG CARDINAL CARDINAL ORG NORP GPE ORDINAL
800,1,ORG CARDINAL ORG ORG
801,1,ORG ORG PERSON ORG ORG CARDINAL
802,1,ORG ORG ORG ORG CARDINAL ORG DATE PERSON DATE DATE ORG NORP CARDINAL ORG DATE DATE DATE DATE
803,0,CARDINAL ORG CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
804,1,PERSON CARDINAL ORG
805,0,PERSON DATE DATE ORG
806,1,GPE DATE PERSON PERSON CARDINAL ORG PERSON
807,1,DATE DATE DATE DATE DATE ORG ORG NORP CARDINAL ORG
808,1,PERSON GPE PERSON PERSON CARDINAL ORG ORG ORG ORG PERSON ORG GPE
809,1,PERSON GPE ORG CARDINAL ORG GPE DATE DATE DATE CARDINAL PERSON
810,1,ORG ORG ORG PERSON PERSON ORG CARDINAL PERSON ORG ORG
811,0,PERSON CARDINAL ORG ORG
812,1,ORG ORG ORG ORG PERSON ORG CARDINAL ORG
813,1,ORG ORG ORG CARDINAL ORG
814,1,PERSON ORG ORG ORG ORG NORP CARDINAL ORG
815,1,ORG ORG ORG CARDINAL ORG DATE DATE DATE ORG
816,1,ORG ORG ORG ORG ORG ORG PERSON CARDINAL CARDINAL ORG ORG ORG ORG ORG ORG
817,0,ORG ORG ORG ORG DATE DATE GPE DATE DATE DATE DATE CARDINAL NORP NORP
818,1,ORG DATE DATE CARDINAL GPE
819,1,MONEY MONEY GPE CARDINAL ORG DATE DATE DATE DATE
820,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
821,1,PERSON CARDINAL ORG ORG
822,1,PERSON PERSON PERSON PERSON NORP CARDINAL ORG
823,1,ORG CARDINAL ORG CARDINAL PERSON
824,1,PERSON PERSON CARDINAL ORG DATE DATE DATE NORP
825,0,CARDINAL ORG DATE CARDINAL DATE DATE PERSON DATE NORP
826,1,ORG ORG ORG ORG ORG ORG ORG PERSON DATE DATE GPE ORG GPE CARDINAL CARDINAL ORG PERSON
827,1,PERSON PERSON DATE DATE PERSON ORG CARDINAL NORP
828,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
829,1,PERSON ORG ORG ORG ORG CARDINAL PERSON
830,1,ORG NORP CARDINAL ORG NORP ORG
831,1,ORG ORG CARDINAL ORG ORG PERSON PERSON GPE GPE
832,1,CARDINAL ORG PERSON
833,1,ORG CARDINAL CARDINAL CARDINAL ORG PERSON PERSON
834,1,PERSON ORG CARDINAL PERSON GPE
835,0,PRODUCT PRODUCT PRODUCT ORG PERSON PERSON PERSON
836,0,CARDINAL ORG PERSON ORG NORP
837,1,ORG ORG CARDINAL
838,0,PERSON CARDINAL ORG PERSON
839,1,PERSON PERSON PERSON ORG ORG ORG ORG CARDINAL ORG ORG ORG ORG ORG DATE DATE ORG CARDINAL
840,1,PERSON ORG CARDINAL ORG ORG DATE CARDINAL ORG ORG PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART GPE
841,1,PERSON ORG CARDINAL ORG
842,1,ORG CARDINAL ORG CARDINAL PERSON ORG NORP
843,1,PERSON ORG NORP CARDINAL ORG
844,1,CARDINAL ORG PERSON
845,1,PERSON ORG ORG ORG ORG ORG CARDINAL NORP
846,1,CARDINAL ORG
847,1,CARDINAL ORG
848,1,CARDINAL ORG
849,1,PERSON CARDINAL ORG ORG
850,1,ORG ORG ORG ORG ORG NORP CARDINAL ORG
851,1,ORG ORG CARDINAL ORG
852,1,PERSON GPE ORG CARDINAL ORG ORG ORG PERSON PERSON PERSON PERSON PERSON
853,1,ORG CARDINAL ORG
854,1,CARDINAL ORG ORG
855,1,PERSON PERSON ORG ORG CARDINAL PERSON NORP ORG
856,1,ORG ORG DATE DATE GPE DATE DATE CARDINAL ORG
857,1,PERSON CARDINAL CARDINAL ORG
858,1,PERSON ORG CARDINAL
859,1,NORP PERSON PERSON ORG NORP CARDINAL ORG ORG
860,1,ORG CARDINAL ORG PERSON CARDINAL
861,1,ORG ORG ORG CARDINAL
862,1,PERSON ORG DATE DATE ORG CARDINAL ORG ORG
863,1,ORG ORG CARDINAL PERSON ORG CARDINAL
864,1,CARDINAL ORG
865,1,ORG ORG ORG CARDINAL ORG
866,1,PERSON ORG NORP CARDINAL
867,1,CARDINAL ORG
868,1,GPE DATE DATE ORG CARDINAL ORG DATE DATE DATE DATE DATE CARDINAL ORG DATE DATE DATE ORG PERSON CARDINAL ORG CARDINAL DATE DATE DATE DATE
869,1,ORG PERSON PERSON ORG PERSON PERSON DATE CARDINAL ORG PERSON PERSON
870,1,ORG GPE CARDINAL ORG ORG
871,1,ORG ORG CARDINAL ORG FAC FAC
872,1,PERSON CARDINAL ORG NORP WORK_OF_ART PERSON
873,1,PERSON PERSON ORG ORG ORG CARDINAL ORG DATE DATE
874,1,ORG CARDINAL ORG PERSON
875,1,PERSON ORG NORP CARDINAL ORG
876,1,ORG ORG ORG CARDINAL NORP ORG ORG ORG ORG ORG PERSON ORG ORG ORG
877,1,ORG FAC FAC ORG NORP CARDINAL PERSON
878,0,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
879,1,ORG GPE DATE DATE ORG GPE CARDINAL ORG NORP ORG GPE
880,1,DATE ORG CARDINAL CARDINAL
881,1,PERSON PERSON ORG PERSON CARDINAL ORG GPE
882,1,CARDINAL ORG ORG
883,1,ORG CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
884,1,ORDINAL CARDINAL ORG FAC FAC PERSON
885,1,ORG ORG ORG ORG CARDINAL ORG
886,1,PERSON ORG CARDINAL GPE ORG PERSON ORG
887,1,ORG CARDINAL NORP PERSON
888,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON CARDINAL PERSON ORG ORG ORG ORG ORG ORG
889,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
890,1,ORG ORG NORP FAC CARDINAL PERSON CARDINAL ORG
891,1,PERSON PERSON DATE ORG ORG ORG CARDINAL ORG DATE DATE CARDINAL ORG PERSON
892,1,PERSON PERSON CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
893,1,NORP GPE NORP GPE ORG ORG ORG PERSON CARDINAL ORG NORP
894,1,PERSON NORP CARDINAL ORG GPE
895,1,CARDINAL CARDINAL ORG NORP PERSON
896,1,NORP ORG ORG ORG CARDINAL ORG NORP NORP PERSON PERSON GPE PERSON
897,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
898,1,PERSON ORG ORG CARDINAL ORG ORG ORG
899,0,ORG CARDINAL ORG ORG GPE
900,1,ORG ORG PERSON PERSON CARDINAL ORG
901,1,ORG CARDINAL ORG
902,1,PERSON CARDINAL ORG
903,1,CARDINAL PERSON PERSON CARDINAL ORG PERSON NORP
904,1,PERSON GPE ORG CARDINAL ORG CARDINAL CARDINAL NORP GPE DATE DATE DATE DATE PERSON DATE
905,1,CARDINAL ORG ORG PERSON
906,1,GPE CARDINAL ORG PERSON
907,1,ORG ORG ORG ORG ORG CARDINAL PERSON GPE
908,1,ORG ORG DATE GPE GPE DATE DATE CARDINAL ORG
909,1,ORG CARDINAL ORG ORG GPE PERSON PERSON PERSON PERSON PERSON DATE ORG NORP DATE DATE DATE DATE PERSON ORG ORG GPE
